First Name,Last Name ,Year,Salaries,Rank
Larry,Hughes,2006,10344900,43
Andre,Miller,2006,8100000,68
Dirk,Nowitzki,2006,13843156,22
Shawn,Marion,2006,13700000,26
Paul,Pierce,2006,13843156,22
Jason,Terry,2006,6666667,95
Bonzi,Wells,2006,8000000,70
Trajan,Langdon,2006,NA,531
Aleksandar,Radojevic,2006,NA,532
Keon,Clark,2006,NA,533
Corey,Maggette,2006,7000000,87
Michael,Dickerson,2006,NA,534
Will,Avery,2006,NA,535
Matt,Harpring,2006,5020000,135
Eldridge,Recasner,2006,NA,536
Metta,World,2006,6842105,92
Rasho,Nesterovic,2006,NA,537
Cal,Bowdler,2006,NA,538
James,Posey,2006,5900400,115
Pat,Garrity,2006,3231250,202
Quincy,Lewis,2006,NA,539
Roshown,McLeod,2006,NA,540
Dion,Glover,2006,163085,465
Ricky,Davis,2006,5909800,112
Greg,Foster,2006,NA,541
Jeff,Foster,2006,5000000,141
Brian,Skinner,2006,4950000,146
Kenny,Thomas,2006,6500000,98
Devean,George,2006,5000600,136
Al,Harrington,2006,6957500,88
Tim,James,2006,NA,542
Jumaine,Jones,2006,1875000,272
Scott,Padgett,2006,1670000,293
Rafer,Alston,2006,3850000,175
Hakeem,Olajuwon,2006,NA,543
David,Robinson,2006,NA,544
Dikembe,Mutombo,2006,2000000,262
Patrick,Ewing,2006,NA,545
Jayson,Williams,2006,NA,546
Tim,Hardaway,2006,NA,547
Chris,Webber,2006,19125000,2
Arvydas,Sabonis,2006,NA,548
John,Stockton,2006,NA,549
Reggie,Miller,2006,6000000,109
Zydrunas,Ilgauskas,2006,8740000,57
Kobe,Bryant,2006,15946875,11
Shareef,Abdur-Rahim,2006,5000000,141
Vin,Baker,2006,9183333,50
Allen,Iverson,2006,16453125,6
Anfernee,Hardaway,2006,15750000,13
Latrell,Sprewell,2006,NA,550
Mitch,Richmond,2006,NA,551
Rod,Strickland,2006,NA,552
Jalen,Rose,2006,15694250,15
Grant,Hill,2006,15694250,15
Tracy,McGrady,2006,15694250,15
Tim,Duncan,2006,15845156,12
Keith,Van,2006,15694250,15
Allan,Houston,2006,19125000,2
Eddie,Jones,2006,14576250,18
Brian,Grant,2006,16006220,10
Tim,Thomas,2006,13975000,19
Michael,Finley,2006,18612500,4
Shawn,Bradley,2006,4500000,156
Danny,Manning,2006,NA,553
Avery,Johnson,2006,NA,554
Glen,Rice,2006,NA,555
Kendall,Gill,2006,NA,556
Christian,Laettner,2006,NA,557
Horace,Grant,2006,NA,558
Toni,Kukoc,2006,2000000,262
Bryant,Stith,2006,NA,559
Charles,Oakley,2006,NA,560
PJ,Brown,2006,8000000,70
Chris,Gatling,2006,NA,561
Anthony,Mason,2006,NA,562
Ron,Mercer,2006,1760000,283
Antonio,Davis,2006,13925000,20
Kelvin,Cato,2006,8640000,59
Austin,Croshere,2006,7900000,72
Sean,Elliott,2006,NA,563
Hersey,Hawkins,2006,NA,564
Chris,Mullin,2006,NA,565
Bobby,Phills,2006,NA,566
Tariq,Abdul-Wahad,2006,3656250,180
Bo,Outlaw,2006,1138500,332
Robert,Pack,2006,NA,567
Brevin,Knight,2006,4600000,152
Howard,Eisley,2006,5926984,111
Dan,Majerle,2006,NA,568
Brad,Miller,2006,8750000,56
Ben,Wallace,2006,7500000,76
Duane,Causwell,2006,NA,569
Danny,Fortson,2006,6207670,107
Corliss,Williamson,2006,6000000,109
Cedric,Ceballos,2006,NA,570
Jahidi,White,2006,NA,571
Cuttino,Mobley,2006,7200000,85
Rashard,Lewis,2006,8571429,61
Scot,Pollard,2006,6274937,106
Voshon,Lenard,2006,3520000,186
Nick,Anderson,2006,NA,572
Dana,Barros,2006,NA,573
Doug,West,2006,NA,574
Kurt,Thomas,2006,6620062,97
Adonal,Foyle,2006,7312500,82
Mark,Jackson,2006,NA,575
Kenyon,Martin,2006,10636364,41
Rex,Chapman,2006,NA,576
Greg,Anthony,2006,NA,577
Adam,Keefe,2006,NA,578
Lamond,Murray,2006,6388500,100
Jud,Buechler,2006,NA,579
Greg,Minor,2006,NA,580
Tony,Battie,2006,5200000,132
Don,MacLean,2006,NA,581
Stromile,Swift,2006,5000000,141
Doug,Christie,2006,9775000,48
Mark,Bryant,2006,NA,582
Chucky,Atkins,2006,4500000,156
Samaki,Walker,2006,364223,458
Jerome,Williams,2006,6620063,96
Kevin,Willis,2006,NA,583
Mikki,Moore,2006,1020000,349
Darius,Miles,2006,7250000,84
Antonio,Daniels,2006,5000000,141
Popeye,Jones,2006,NA,584
Jon,Barry,2006,1800000,277
Cedric,Henderson,2006,NA,585
Vernon,Maxwell,2006,NA,586
Marcus,Fizer,2006,NA,587
Erick,Strickland,2006,NA,588
Dragan,Tarlac,2006,NA,589
Matt,Maloney,2006,NA,590
Gary,Trent,2006,NA,591
Terry,Mills,2006,NA,592
Mark,Strickland,2006,NA,593
Sam,Mitchell,2006,NA,594
Chris,Whitney,2006,NA,595
Jim,Jackson,2006,2640000,228
Mike,Miller,2006,6750000,93
Dale,Ellis,2006,NA,596
Randy,Brown,2006,NA,597
Aaron,Williams,2006,3375000,196
Bimbo,Coles,2006,NA,598
Joe,Smith,2006,6353200,102
Maurice,Taylor,2006,9100000,52
Sam,Perkins,2006,NA,599
Brian,Shaw,2006,NA,600
A.C.,Green,2006,NA,601
Chauncey,Billups,2006,5909800,112
Tony,Delk,2006,3375000,196
Will,Perdue,2006,NA,602
Bobby,Jackson,2006,3375000,196
Derek,Anderson,2006,10763000,39
John,Starks,2006,NA,603
Otis,Thorpe,2006,NA,604
J.R.,Reid,2006,NA,605
Calbert,Cheaney,2006,1760000,283
George,McCloud,2006,NA,606
John,Wallace,2006,NA,607
Michael,Curry,2006,NA,608
Terry,Cummings,2006,NA,609
Carlos,Rogers,2006,NA,610
Shandon,Anderson,2006,8935000,54
Eric,Piatkowski,2006,3000000,211
Ron,Harper,2006,NA,611
Grant,Long,2006,NA,612
George,Lynch,2006,3200000,203
Detlef,Schrempf,2006,NA,613
Olden,Polynice,2006,NA,614
Michael,Smith,2006,NA,615
Cory,Alexander,2006,NA,616
DerMarr,Johnson,2006,835810,383
John,Williams,2006,NA,617
Clarence,Weatherspoon,2006,6353200,102
Hubert,Davis,2006,NA,618
Billy,Owens,2006,NA,619
Eric,Murdock,2006,NA,620
Matt,Bullard,2006,NA,621
Cherokee,Parks,2006,NA,622
Alvin,Williams,2006,6300000,105
Johnny,Newman,2006,NA,623
Chris,Mihm,2006,3792817,176
Keith,Closs,2006,NA,624
Andrew,DeClercq,2006,NA,625
James,Robinson,2006,NA,626
Aaron,McKie,2006,8500000,63
Jamal,Crawford,2006,6480000,99
Jaren,Jackson,2006,NA,627
Lorenzo,Williams,2006,NA,628
Muggsy,Bogues,2006,NA,629
Darvin,Ham,2006,NA,630
Joel,Przybilla,2006,1560000,300
Keyon,Dooling,2006,3100000,206
Jacque,Vaughn,2006,1094550,343
Predrag,Stojakovic,2006,7500000,76
Jerome,Moiso,2006,NA,631
Michael,Doleac,2006,2640000,228
Etan,Thomas,2006,5393300,127
Tony,Massenburg,2006,NA,632
Corie,Blount,2006,NA,633
Courtney,Alexander,2006,NA,634
Gary,Grant,2006,NA,635
William,Avery,2006,NA,636
Mateen,Cleaves,2006,305784,461
Anthony,Johnson,2006,2420000,244
Chris,Carr,2006,NA,637
Joe,Kleine,2006,NA,638
Zan,Tabak,2006,NA,639
Chuck,Person,2006,NA,640
Anthony,Carter,2006,900498,369
LaPhonso,Ellis,2006,NA,641
Danny,Ferry,2006,NA,642
Dennis,Scott,2006,NA,643
Jason,Collier,2006,1650000,296
Bryce,Drew,2006,NA,644
Elliot,Perry,2006,NA,645
Hidayet,Turkoglu,2006,5393300,127
Tom,Hammonds,2006,NA,646
Radoslav,Nesterovic,2006,6720000,94
Jelani,McCoy,2006,NA,647
Sherman,Douglas,2006,NA,648
Greg,Buckner,2006,3595926,184
Desmond,Mason,2006,7333333,81
Mirsad,Turkcan,2006,NA,649
Bill,Curley,2006,NA,650
Quentin,Richardson,2006,6940000,89
Kevin,Edwards,2006,NA,651
Jerome,Kersey,2006,NA,652
Felton,Spencer,2006,NA,653
David,Wingate,2006,NA,654
Pervis,Ellison,2006,NA,655
Dee,Brown,2006,NA,656
Monty,Williams,2006,NA,657
Mario,Elie,2006,NA,658
Tyrone,Corbin,2006,NA,659
Bruno,Sundov,2006,NA,660
Ruben,Patterson,2006,6353200,102
Jamaal,Magloire,2006,8533333,62
Speedy,Claxton,2006,3600000,183
Terry,Davis,2006,NA,661
Stacey,Augmon,2006,1138500,332
Morris,Peterson,2006,4550000,153
Fred,Hoiberg,2006,1760000,283
Tyronn,Lue,2006,3500000,189
Donnell,Harvey,2006,NA,662
Felipe,Lopez,2006,NA,663
DeShawn,Stevenson,2006,2750000,225
John,Crotty,2006,NA,664
Mahmoud,Abdul-Rauf,2006,NA,665
Dalibor,Bagaric,2006,NA,666
Sam,Jacobson,2006,NA,667
Iakovos,Tsakalidis,2006,2900000,217
Corey,Benjamin,2006,NA,668
Vladimir,Stepania,2006,NA,669
Nazr,Mohammed,2006,5500000,120
Mamadou,N'diaye,2006,NA,670
Isaiah,Rider,2006,NA,671
Todd,Day,2006,NA,672
David,Benoit,2006,NA,673
Bruce,Bowen,2006,3375000,196
Erick,Barkley,2006,NA,674
Damon,Jones,2006,3590000,185
Mark,Madsen,2006,2000000,262
Reggie,Slater,2006,NA,675
Darrick,Martin,2006,946646,360
Larry,Robinson,2006,NA,676
Todd,Fuller,2006,NA,677
Don,Reid,2006,NA,678
Antonio,Harvey,2006,NA,679
Emanual,Davis,2006,NA,680
Eddie,Robinson,2006,5444444,123
John,Amaechi,2006,NA,681
Shammond,Williams,2006,NA,682
Doug,Overton,2006,NA,683
Shawnelle,Scott,2006,NA,684
Rick,Brunson,2006,1029873,348
Kevin,Ollie,2006,2950200,214
Moochie,Norris,2006,4200000,163
Tyus,Edney,2006,NA,685
Jeff,McInnis,2006,3400000,194
Etdrick,Bohannon,2006,NA,686
Troy,Hudson,2006,5253000,131
Roy,Rogers,2006,NA,687
Ryan,Bowen,2006,900498,369
Ansu,Sesay,2006,NA,688
Laron,Profit,2006,745248,394
Adrian,Griffin,2006,768718,390
Earl,Boykins,2006,2750000,225
William,Cunningham,2006,NA,689
Mark,Pope,2006,NA,690
Andrae,Patterson,2006,NA,691
Kornel,David,2006,NA,692
Gerard,King,2006,NA,693
Leon,Smith,2006,NA,694
Michael,Ruffin,2006,1670000,293
Evan,Eschmeyer,2006,3711400,179
Rodney,Buford,2006,NA,695
Michael,Hawkins,2006,NA,696
Lari,Ketner,2006,NA,697
Maceo,Baston,2006,NA,698
Jonathan,Kerner,2006,NA,699
Lazaro,Borrell,2006,NA,700
Jermaine,Jackson,2006,1355067,313
Todd,MacCulloch,2006,6353200,102
Derrick,Dial,2006,NA,701
Calvin,Booth,2006,7255098,83
Obinna,Ekezie,2006,NA,702
Hanno,Mottola,2006,NA,703
Mark,Blount,2006,5515875,119
Milt,Palacio,2006,1400000,310
Chris,Herren,2006,NA,704
Soumaila,Samake,2006,NA,705
Stephen,Jackson,2006,5610000,117
Lee,Nailon,2006,835810,383
Terrance,Roberson,2006,NA,706
AJ,Guyton,2006,NA,707
Jake,Voskuhl,2006,1937500,269
Khalid,El-Amin,2006,NA,708
Eduardo,Najera,2006,4190476,164
Brian,Cardinal,2006,5393300,127
Torraye,Braggs,2006,NA,709
Marc,Jackson,2006,4550000,153
Chris,Porter,2006,NA,710
Dan,Langhi,2006,NA,711
Zendon,Hamilton,2006,329138,460
Stanislav,Medvedenko,2006,3000000,211
Mike,Penberthy,2006,NA,712
Eddie,House,2006,835810,383
Jason,Hart,2006,1540000,302
Michael,Redd,2006,12000000,30
Lavor,Postell,2006,NA,713
Pete,Mickeal,2006,NA,714
Olumide,Oyedeji,2006,NA,715
Ruben,Wolkowyski,2006,NA,716
Pepe,Sanchez,2006,NA,717
Ademola,Okulaja,2006,NA,718
Daniel,Santiago,2006,NA,719
Paul,McPherson,2006,NA,720
Ruben,Garces,2006,NA,721
Jabari,Smith,2006,NA,722
Ira,Newble,2006,2950200,214
Chris,Carrawell,2006,NA,723
Garth,Joseph,2006,NA,724
Mike,Smith,2006,NA,725
Mark,Karcher,2006,NA,726
Anthony,Miller,2006,NA,727
Jamal,Robinson,2006,NA,728
Kwame,Brown,2006,7500000,76
Zeljko,Rebraca,2006,3000000,211
Tyson,Chandler,2006,9000000,53
Pau,Gasol,2006,10993000,36
Eddy,Curry,2006,7390000,79
Jason,Richardson,2006,8888888,55
Shane,Battier,2006,4903000,147
Eddie,Griffin,2006,2500000,237
DeSagana,Diop,2006,1850000,275
Rodney,White,2006,NA,729
Joe,Johnson,2006,12000000,30
Kedrick,Brown,2006,NA,730
Vladimir,Radmanovic,2006,3166155,204
Richard,Jefferson,2006,10200000,45
Troy,Murphy,2006,7365079,80
Steven,Hunter,2006,2800000,220
Kirk,Haston,2006,NA,731
Michael,Bradley,2006,819550,387
Jason,Collins,2006,5500000,120
Zach,Randolph,2006,10666667,40
Michael,Jordan,2006,NA,732
Brendan,Haywood,2006,4000000,170
Joseph,Forte,2006,NA,733
Jeryl,Sasser,2006,NA,734
Brandon,Armstrong,2006,NA,735
Andrei,Kirilenko,2006,10983000,37
Gerald,Wallace,2006,5000000,141
Samuel,Dalembert,2006,8470000,64
Jamaal,Tinsley,2006,5400000,124
Primoz,Brezec,2006,2750000,225
Tony,Parker,2006,8400000,65
Mitchell,Butler,2006,NA,736
Victor,Alexander,2006,NA,737
Harold,Jamison,2006,NA,738
Sean,Marks,2006,835810,383
Raja,Bell,2006,4250000,162
Charles,Smith,2006,771123,389
Predrag,Drobnjak,2006,NA,739
Steve,Goodrich,2006,NA,740
Wang,Zhizhi,2006,NA,741
Art,Long,2006,NA,742
Jerome,James,2006,5000000,141
Amal,McCaskill,2006,NA,743
Terence,Morris,2006,835810,383
Brian,Scalabrine,2006,2586207,231
Trenton,Hassell,2006,4350000,160
Jeff,Trepagnier,2006,NA,744
Kenny,Satterfield,2006,NA,745
Ratko,Varda,2006,NA,746
Dean,Oliver,2006,NA,747
Gilbert,Arenas,2006,10243200,44
Oscar,Torres,2006,NA,748
Tierre,Brown,2006,NA,749
Jamison,Brewer,2006,NA,750
Norm,Richardson,2006,NA,751
Antonis,Fotsis,2006,NA,752
Willie,Solomon,2006,NA,753
Ernest,Brown,2006,NA,754
Malik,Allen,2006,1670000,293
Loren,Woods,2006,780000,388
Maurice,Evans,2006,1500000,305
Earl,Watson,2006,5000000,141
Alvin,Jones,2006,NA,755
Damone,Brown,2006,NA,756
Alton,Ford,2006,NA,757
Ruben,Boumtje-Boumtje,2006,NA,758
Carlos,Arroyo,2006,4000000,170
Jarron,Collins,2006,1700000,290
Bobby,Simmons,2006,8000000,70
Omar,Cook,2006,NA,759
Chris,Andersen,2006,3500000,189
Sam,Mack,2006,NA,760
Charlie,Bell,2006,641748,415
Tang,Hamilton,2006,NA,761
Joe,Crispin,2006,NA,762
Dickey,Simpkins,2006,NA,763
Yao,Ming,2006,5594906,118
Jay,Williams,2006,NA,764
Mike,Dunleavy,2006,4506261,155
Drew,Gooden,2006,4065811,166
Nikoloz,Tskitishvili,2006,745248,394
Dajuan,Wagner,2006,NA,765
Nen<U+00A8><U+00BA>,,2006,3039889,207
Chris,Wilcox,2006,2812239,219
Amare,Stoudemire,2006,2589023,230
Marko,Jaric,2006,5000000,141
Caron,Butler,2006,2461617,241
Jared,Jeffries,2006,2433824,243
Cezary,Trybanski,2006,NA,766
Melvin,Ely,2006,2401027,245
Marcus,Haislip,2006,NA,767
Gordan,Giricek,2006,4000000,170
Fred,Jones,2006,2328843,248
Manu,Ginobili,2006,7428937,78
Jiri,Welsch,2006,2177114,255
Bostjan,Nachbar,2006,2500000,237
Juan,Dixon,2006,2500000,237
Curtis,Borchardt,2006,1969993,267
Ryan,Humphrey,2006,NA,768
Kareem,Rush,2006,3000000,211
Mehmet,Okur,2006,8250000,67
Qyntel,Woods,2006,599834,422
Casey,Jacobsen,2006,NA,769
Tayshaun,Prince,2006,1763115,279
Efthimios,Rentzias,2006,NA,770
Frank,Williams,2006,NA,771
Chris,Jefferies,2006,NA,772
Dan,Dickau,2006,2250000,251
John,Salmons,2006,1669001,295
Juaquin,Hawkins,2006,NA,773
Raul,Lopez,2006,1744313,287
Mengke,Bateer,2006,NA,774
Tremaine,Fowlkes,2006,NA,775
Mike,James,2006,3410000,193
JR,Bremer,2006,NA,776
Tamar,Slay,2006,NA,777
Lonny,Baxter,2006,745248,394
Roger,Mason,2006,NA,778
Carlos,Boozer,2006,11593816,33
Smush,Parker,2006,745248,394
Junior,Harrington,2006,NA,779
Predrag,Savovic,2006,NA,780
Vincent,Yarbrough,2006,NA,781
Tito,Maddox,2006,NA,782
Jannero,Pargo,2006,895248,373
Chris,Owens,2006,NA,783
Mike,Batiste,2006,NA,784
Robert,Archibald,2006,NA,785
Ken,Johnson,2006,NA,786
Rasual,Butler,2006,1300000,316
Sean,Lampley,2006,NA,787
Dan,Gadzuric,2006,4750000,149
Jamal,Sampson,2006,719373,399
Ronald,Murray,2006,895248,373
Igor,Rakocevic,2006,NA,788
Reggie,Evans,2006,1100000,340
Pat,Burke,2006,750000,391
Sam,Clancy,2006,NA,789
Nate,Huffman,2006,NA,790
Adam,Harrington,2006,NA,791
Anthony,Goldwire,2006,74652,471
Mike,Wilks,2006,745248,394
Guy,Rucker,2006,NA,792
Devin,Brown,2006,2500000,237
Paul,Shirley,2006,NA,793
LeBron,James,2006,4621800,151
Darko,Milicic,2006,4135200,165
Carmelo,Anthony,2006,3713640,178
Chris,Bosh,2006,3348000,199
Dwyane,Wade,2006,3031920,208
Chris,Kaman,2006,2753760,223
Kirk,Hinrich,2006,2513880,233
TJ,Ford,2006,2303040,250
Mike,Sweetney,2006,2116920,257
Jarvis,Hayes,2006,2011080,259
Nick,Collison,2006,1815000,276
Mickael,Pietrus,2006,1910520,270
Marcus,Banks,2006,1724280,288
Luke,Ridnour,2006,1638000,297
Reece,Gaines,2006,1556160,301
Troy,Bell,2006,1478280,306
Zarko,Cabarkapa,2006,1404360,309
David,West,2006,1334160,314
Aleksandar,Pavlovic,2006,1274160,318
Dahntay,Jones,2006,1223160,323
Boris,Diaw,2006,1174200,326
Zoran,Planinic,2006,1127280,337
Travis,Outlaw,2006,1082160,344
Brian,Cook,2006,1038960,346
Ndudi,Ebi,2006,964320,359
Maciej,Lampe,2006,900000,371
Kendrick,Perkins,2006,936480,363
Leandro,Barbosa,2006,930600,364
Josh,Howard,2006,923880,365
Oliver,Miller,2006,NA,794
Travis,Hansen,2006,NA,795
Brandon,Hunter,2006,NA,796
Linton,Johnson,2006,719373,399
Jason,Kapono,2006,1100000,340
Jon,Stefansson,2006,NA,797
Marquis,Daniels,2006,5393300,127
Francisco,Elson,2006,719373,399
James,Jones,2006,2400000,246
Josh,Moore,2006,NA,798
Luke,Walton,2006,1250000,320
Theron,Smith,2006,NA,799
Jerome,Beasley,2006,NA,800
Udonis,Haslem,2006,5000000,141
Keith,McLeod,2006,1250000,320
Richie,Frahm,2006,719373,399
Keith,Bogans,2006,869373,377
Zaza,Pachulia,2006,4000000,170
Kyle,Korver,2006,3630363,181
Willie,Green,2006,NA,801
Darius,Songaila,2006,2200000,253
Alex,Garcia,2006,NA,802
Ben,Handlogten,2006,35091,475
Maurice,Williams,2006,1760000,283
Steve,Blake,2006,1000000,354
Paul,Grant,2006,NA,803
Matt,Carroll,2006,1100000,340
Kaniel,Dickens,2006,31305,477
Ben,Davis,2006,NA,804
Slavko,Vranes,2006,NA,805
Shane,Heal,2006,NA,806
Britton,Johnsen,2006,NA,807
Dwight,Howard,2006,4493160,158
Emeka,Okafor,2006,4020120,167
Ben,Gordon,2006,3610200,182
Shaun,Livingston,2006,3254880,201
Devin,Harris,2006,2947440,216
Andres,Nocioni,2006,2775000,222
Josh,Childress,2006,2677200,227
Luol,Deng,2006,2443920,242
Rafael,Araujo,2006,2238960,252
Andre,Iguodala,2006,2058000,258
Luke,Jackson,2006,1955160,268
Andris,Biedrins,2006,1857360,274
Robert,Swift,2006,1764480,278
Ibo,Kutluay,2006,1760000,283
Sebastian,Telfair,2006,1676280,291
Kris,Humphries,2006,1592400,299
Al,Jefferson,2006,1512840,304
Kirk,Snyder,2006,1437240,308
Josh,Smith,2006,1365360,312
JR,Smith,2006,1297080,317
Dorell,Wright,2006,1238640,322
Jameer,Nelson,2006,1189200,325
Pavel,Podkolzin,2006,1141560,328
Viktor,Khryapa,2006,1095960,342
Delonte,West,2006,1010040,352
Nenad,Krstic,2006,1010040,352
Tony,Allen,2006,969696,357
Carlos,Delfino,2006,969696,357
Kevin,Martin,2006,937440,361
Sasha,Vujacic,2006,910440,366
Beno,Udrih,2006,904800,368
David,Harrison,2006,898200,372
Didier,Ilunga-Mbenga,2006,880000,375
Anderson,Varejao,2006,866800,379
Eddie,Gill,2006,819551,386
Matt,Barnes,2006,683862,403
Tommy,Smith,2006,NA,808
Ronald,Dupree,2006,719373,399
Quinton,Ross,2006,700000,402
Josh,Davis,2006,193003,464
Peter,John,2006,660000,410
Lionel,Chalmers,2006,682050,407
Donta,Smith,2006,641748,415
Royal,Ivey,2006,641748,415
Justin,Reed,2006,641748,415
Bernard,Robinson,2006,641748,415
Chris,Duhon,2006,2800000,220
Jared,Reiner,2006,242612,463
Arthur,Johnson,2006,NA,809
Horace,Jenkins,2006,NA,810
Luis,Flores,2006,NA,811
Andre,Barrett,2006,NA,812
John,Edwards,2006,1000000,354
Andre,Emmett,2006,641748,415
Antonio,Burks,2006,641748,415
Trevor,Ariza,2006,682051,405
Damien,Wilkins,2006,2500000,237
Mario,Kasun,2006,682050,407
Jackson,Vroman,2006,682051,405
Erik,Daniels,2006,NA,813
Romain,Sato,2006,682051,405
Matt,Bonner,2006,2000000,262
Pape,Sow,2006,641748,415
Matt,Freije,2006,NA,814
Corsley,Edwards,2006,NA,815
Tony,Bobbitt,2006,NA,816
Yuta,Tabuse,2006,NA,817
Awvee,Storey,2006,641748,415
Geno,Carlisle,2006,NA,818
Andrew,Bogut,2006,4340520,161
Sarunas,Jasikevicius,2006,4000000,170
Marvin,Williams,2006,3883560,174
Deron,Williams,2006,3487400,192
Chris,Paul,2006,3144240,205
Raymond,Felton,2006,2847360,218
Martell,Webster,2006,2586120,232
Arvydas,Macijauskas,2006,2500000,237
Charlie,Villanueva,2006,2360880,247
Fabricio,Oberto,2006,2325000,249
Jose,Calderon,2006,2190000,254
Channing,Frye,2006,2162880,256
Ike,Diogu,2006,1988160,266
Andrew,Bynum,2006,1888680,271
Yaroslav,Korolev,2006,1704480,289
Sean,May,2006,1619280,298
Rashad,McCants,2006,1538400,303
Antoine,Wright,2006,1461360,307
Joey,Graham,2006,1388400,311
Danny,Granger,2006,1318920,315
Gerald,Green,2006,1253040,319
Hakim,Warrick,2006,1196520,324
Julius,Hodge,2006,1148760,327
Nate,Robinson,2006,1102680,338
Jarrett,Jack,2006,1058640,345
Sergey,Monya,2006,1016400,350
Francisco,Garcia,2006,1016400,350
Luther,Head,2006,975600,356
Johan,Petro,2006,936600,362
Jason,Maxiell,2006,905640,367
Linas,Kleiza,2006,879360,376
Wayne,Simien,2006,867720,378
David,Lee,2006,861360,380
Salim,Stoudamire,2006,675000,409
Ha,Seung-Jin,2006,641748,415
James,Singleton,2006,625000,421
Daniel,Ewing,2006,450000,423
Louis,Williams,2006,450000,423
Monta,Ellis,2006,448762,425
Ryan,Gomes,2006,428762,426
Chris,Taft,2006,423762,427
Esteban,Batista,2006,398762,442
Orien,Greene,2006,398762,442
Alan,Anderson,2006,398762,442
Kevin,Burleson,2006,398762,442
Eddie,Basden,2006,398762,442
Martynas,Andriuskevicius,2006,398762,442
Josh,Powell,2006,398762,442
Rawle,Marshall,2006,398762,442
Alex,Acker,2006,398762,442
Amir,Johnson,2006,398762,442
Boniface,N'Dong,2006,398762,442
Von,Wafer,2006,398762,442
Devin,Green,2006,398762,442
Anthony,Roberson,2006,398762,442
Lawrence,Roberts,2006,398762,442
Earl,Barron,2006,398762,442
Ersan,Ilyasova,2006,398762,442
Bracey,Wright,2006,398762,442
Dwayne,Jones,2006,398762,442
Brandon,Bass,2006,398762,442
Jackie,Butler,2006,398762,442
Travis,Diener,2006,398762,442
Shavlik,Randolph,2006,398762,442
Dijon,Thompson,2006,398762,442
Ronnie,Price,2006,398762,442
CJ,Miles,2006,398762,442
Robert,Whaley,2006,398762,442
Andre,Owens,2006,398762,442
Andray,Blatche,2006,398762,442
Donell,Taylor,2006,398762,442
Gerald,Fitch,2006,359858,459
John,Thomas,2006,282118,462
Aaron,Miles,2006,155614,466
Sean,Banks,2006,150751,467
James,Thomas,2006,148698,468
Sharrod,Ford,2006,116711,469
Deng,Gai,2006,92396,470
Randy,Holcomb,2006,52033,472
Stephen,Graham,2006,48630,473
Matt,Walsh,2006,38904,474
John,Lucas,2006,34041,476
Alex,Scales,2006,24315,478
Melvin,Sanders,2006,24315,478
Andrea,Bargnani,2006,NA,819
Anthony,Parker,2006,NA,820
LaMarcus,Aldridge,2006,NA,821
Jorge,Garbajosa,2006,NA,822
Adam,Morrison,2006,NA,823
Tyrus,Thomas,2006,NA,824
Shelden,Williams,2006,NA,825
Brandon,Roy,2006,NA,826
Randy,Foye,2006,NA,827
Rudy,Gay,2006,NA,828
Patrick,O'Bryant,2006,NA,829
Saer,Sene,2006,NA,830
JJ,Redick,2006,NA,831
Walter,Herrmann,2006,NA,832
Vassilis,Spanoulis,2006,NA,833
Hilton,Armstrong,2006,NA,834
Thabo,Sefolosha,2006,NA,835
Ronnie,Brewer,2006,NA,836
Cedric,Simmons,2006,NA,837
Rodney,Carney,2006,NA,838
Shawne,Williams,2006,NA,839
Quincy,Douby,2006,NA,840
Renaldo,Balkman,2006,NA,841
Rajon,Rondo,2006,NA,842
Marcus,Williams,2006,NA,843
Josh,Boone,2006,NA,844
Kyle,Lowry,2006,NA,845
Shannon,Brown,2006,NA,846
Jordan,Farmar,2006,NA,847
Sergio,Rodriguez,2006,NA,848
Maurice,Ager,2006,NA,849
Mardy,Collins,2006,NA,850
James,White,2006,NA,851
Mickael,Gelabale,2006,NA,852
Mile,Ilic,2006,NA,853
James,Lang,2006,NA,854
Ime,Udoka,2006,NA,855
Solomon,Jones,2006,NA,856
Chuck,Hayes,2006,NA,857
Ronny,Turiaf,2006,NA,858
Lynn,Greer,2006,NA,859
Paul,Millsap,2006,NA,860
Steve,Novak,2006,NA,861
Leon,Powe,2006,NA,862
Cedric,Bozeman,2006,NA,863
Allan,Ray,2006,NA,864
Hassan,Adams,2006,NA,865
Ryan,Hollins,2006,NA,866
Daniel,Gibson,2006,NA,867
Pops,Mensah-Bonsu,2006,NA,868
Jose,Juan,2006,NA,869
Yakhouba,Diawara,2006,NA,870
Ivan,McFarlin,2006,NA,871
Will,Blalock,2006,NA,872
Paul,Davis,2006,NA,873
Alexander,Johnson,2006,NA,874
Tarence,Kinsey,2006,NA,875
Chris,Quinn,2006,NA,876
Robert,Hite,2006,NA,877
Damir,Markota,2006,NA,878
David,Noel,2006,NA,879
Craig,Smith,2006,NA,880
Marcus,Vinicius,2006,NA,881
James,Augustine,2006,NA,882
Bobby,Jones,2006,NA,883
PJ,Tucker,2006,NA,884
Uros,Slokar,2006,NA,885
Brian,Chase,2006,NA,886
Roger,Powell,2006,NA,887
Kelenna,Azubuike,2006,NA,888
Desmon,Farmer,2006,NA,889
Justin,Williams,2006,NA,890
Andre,Brown,2006,NA,891
Jeremy,Richardson,2006,NA,892
Chris,McCray,2006,NA,893
Andreas,Glyniadakis,2006,NA,894
Steven,Smith,2006,NA,895
Mike,Gansey,2006,NA,896
