First Name,Last Name ,Year,Salaries,Rank
Clint,Capela,2007,NA,1420
PJ,Hairston,2007,NA,1421
CJ,Wilcox,2007,NA,1422
Damjan,Rudez,2007,NA,1423
Kyle,Anderson,2007,NA,1424
Joe,Harris,2007,NA,1425
Devyn,Marble,2007,NA,1426
Jerami,Grant,2007,NA,1427
Damien,Inglis,2007,NA,1428
Grant,Jerrett,2007,NA,1429
Spencer,Dinwiddie,2007,NA,1430
Johnny,O'Bryant,2007,NA,1431
Markel,Brown,2007,NA,1432
Cory,Jefferson,2007,NA,1433
Cameron,Bairstow,2007,NA,1434
Dwight,Powell,2007,NA,1435
Erick,Green,2007,NA,1436
KJ,McDaniels,2007,NA,1437
Nick,Johnson,2007,NA,1438
Shayne,Whittington,2007,NA,1439
Jordan,Clarkson,2007,NA,1440
Tarik,Black,2007,NA,1441
Jarnell,Stokes,2007,NA,1442
Russ,Smith,2007,NA,1443
James,Ennis,2007,NA,1444
Glenn,Robinson,2007,NA,1445
Patric,Young,2007,NA,1446
Cleanthony,Early,2007,NA,1447
Travis,Wear,2007,NA,1448
JaKarr,Sampson,2007,NA,1449
Eric,Moreland,2007,NA,1450
Joe,Ingles,2007,NA,1451
Lorenzo,Brown,2007,NA,1452
Elijah,Millsap,2007,NA,1453
Langston,Galloway,2007,NA,1454
Tyler,Johnson,2007,NA,1455
Andre,Dawkins,2007,NA,1456
James,Michael,2007,NA,1457
JaMychal,Green,2007,NA,1458
Alex,Kirk,2007,NA,1459
Kalin,Lucas,2007,NA,1460
Bryce,Cotton,2007,NA,1461
Jack,Cooley,2007,NA,1462
Tim,Frazier,2007,NA,1463
Will,Cherry,2007,NA,1464
Jabari,Brown,2007,NA,1465
Drew,Gordon,2007,NA,1466
David,Stockton,2007,NA,1467
Larry,Drew,2007,NA,1468
Sim,Bhullar,2007,NA,1469
Jarell,Eddie,2007,NA,1470
Sean,Kilpatrick,2007,NA,1471
David,Wear,2007,NA,1472
Karl-Anthony,Towns,2007,NA,1473
D'Angelo,Russell,2007,NA,1474
Jahlil,Okafor,2007,NA,1475
Kristaps,Porzingis,2007,NA,1476
Nemanja,Bjelica,2007,NA,1477
Mario,Hezonja,2007,NA,1478
Willie,Cauley-Stein,2007,NA,1479
Emmanuel,Mudiay,2007,NA,1480
Stanley,Johnson,2007,NA,1481
Tibor,Pleiss,2007,NA,1482
Frank,Kaminsky,2007,NA,1483
Justise,Winslow,2007,NA,1484
Myles,Turner,2007,NA,1485
Trey,Lyles,2007,NA,1486
Devin,Booker,2007,NA,1487
Cameron,Payne,2007,NA,1488
Kelly,Oubre,2007,NA,1489
Terry,Rozier,2007,NA,1490
Rashad,Vaughn,2007,NA,1491
Sam,Dekker,2007,NA,1492
Jerian,Grant,2007,NA,1493
Delon,Wright,2007,NA,1494
Justin,Anderson,2007,NA,1495
Bobby,Portis,2007,NA,1496
Rondae,Hollis-Jefferson,2007,NA,1497
Nikola,Jokic,2007,NA,1498
Tyus,Jones,2007,NA,1499
Sasha,Kaun,2007,NA,1500
Jarell,Martin,2007,NA,1501
Boban,Marjanovic,2007,NA,1502
Jordan,Mickey,2007,NA,1503
Larry,Nance,2007,NA,1504
RJ,Hunter,2007,NA,1505
Chris,McCullough,2007,NA,1506
Josh,Huestis,2007,NA,1507
Kevon,Looney,2007,NA,1508
Richaun,Holmes,2007,NA,1509
Rakeem,Christmas,2007,NA,1510
Joseph,Young,2007,NA,1511
Walter,Tavares,2007,NA,1512
Montrezl,Harrell,2007,NA,1513
Raul,Neto,2007,NA,1514
Pierre,Jackson,2007,NA,1515
Norman,Powell,2007,NA,1516
Pat,Connaughton,2007,NA,1517
Darrun,Hilliard,2007,NA,1518
Lamar,Patterson,2007,NA,1519
Aaron,Harrison,2007,NA,1520
Cristiano,Felicio,2007,NA,1521
Salah,Mejri,2007,NA,1522
Maurice,Ndour,2007,NA,1523
Branden,Dawson,2007,NA,1524
Marcelo,Huertas,2007,NA,1525
Anthony,Brown,2007,NA,1526
Michael,Frazier,2007,NA,1527
Josh,Richardson,2007,NA,1528
TJ,McConnell,2007,NA,1529
Cliff,Alexander,2007,NA,1530
Luis,Montero,2007,NA,1531
Duje,Dukan,2007,NA,1532
Jonathon,Simmons,2007,NA,1533
Treveon,Graham,2007,NA,1534
Christian,Wood,2007,NA,1535
Scottie,Wilbekin,2007,NA,1536
Jordan,McRae,2007,NA,1537
Xavier,Munford,2007,NA,1538
Alan,Williams,2007,NA,1539
Jonathan,Holmes,2007,NA,1540
Alex,Stepheson,2007,NA,1541
Axel,Toupane,2007,NA,1542
Bryce,Dejean-Jones,2007,NA,1543
Keith,Appling,2007,NA,1544
Coty,Clarke,2007,NA,1545
Briante,Weber,2007,NA,1546
Thanasis,Antetokounmpo,2007,NA,1547
JJ,O'Brien,2007,NA,1548
John,Holland,2007,NA,1549
Alex,Abrines,2007,NA,1550
Ben,Simmons,2007,NA,1551
Brandon,Ingram,2007,NA,1552
Jaylen,Brown,2007,NA,1553
Dragan,Bender,2007,NA,1554
Kris,Dunn,2007,NA,1555
Buddy,Hield,2007,NA,1556
Jamal,Murray,2007,NA,1557
Marquese,Chriss,2007,NA,1558
Mindaugas,Kuzminskas,2007,NA,1559
Tomas,Satoransky,2007,NA,1560
Jakob,Poeltl,2007,NA,1561
Thon,Maker,2007,NA,1562
Malcolm,Delaney,2007,NA,1563
Domantas,Sabonis,2007,NA,1564
Taurean,Prince,2007,NA,1565
Dario,Saric,2007,NA,1566
Georgios,Papagiannis,2007,NA,1567
Denzel,Valentine,2007,NA,1568
Juan,Hernangomez,2007,NA,1569
Wade,Baldwin,2007,NA,1570
Henry,Ellenson,2007,NA,1571
Malik,Beasley,2007,NA,1572
Caris,LeVert,2007,NA,1573
DeAndre,Bembry,2007,NA,1574
Demetrius,Jackson,2007,NA,1575
Malachi,Richardson,2007,NA,1576
Willy,Hernangomez,2007,NA,1577
Deyonta,Davis,2007,NA,1578
Timothe,Luwawu,2007,NA,1579
Brice,Johnson,2007,NA,1580
Pascal,Siakam,2007,NA,1581
Skal,Labissiere,2007,NA,1582
Livio,Jean-Charles,2007,NA,1583
Dejounte,Murray,2007,NA,1584
Damian,Jones,2007,NA,1585
Isaiah,Whitehead,2007,NA,1586
Ivica,Zubac,2007,NA,1587
Stephen,Zimmerman,2007,NA,1588
Andrew,Harrison,2007,NA,1589
Tyler,Ulis,2007,NA,1590
Malcolm,Brogdon,2007,NA,1591
Paul,Zipser,2007,NA,1592
Jonathan,Gibson,2007,NA,1593
Troy,Williams,2007,NA,1594
AJ,Hammons,2007,NA,1595
Michael,Gbinije,2007,NA,1596
Georges,Niang,2007,NA,1597
Jake,Layman,2007,NA,1598
Joel,Bolomboy,2007,NA,1599
Gary,Payton,2007,NA,1600
Kay,Felder,2007,NA,1601
Nicolas,Brussino,2007,NA,1602
Dorian,Finney-Smith,2007,NA,1603
Patrick,McCaw,2007,NA,1604
Kyle,Wiltjer,2007,NA,1605
Chinanu,Onuaku,2007,NA,1606
Diamond,Stone,2007,NA,1607
Rodney,McGruder,2007,NA,1608
Cheick,Diallo,2007,NA,1609
Ron,Baker,2007,NA,1610
Marshall,Plumlee,2007,NA,1611
Semaj,Christon,2007,NA,1612
Derrick,Jones,2007,NA,1613
Tim,Quarterman,2007,NA,1614
Davis,Bertans,2007,NA,1615
Bryn,Forbes,2007,NA,1616
Fred,VanVleet,2007,NA,1617
Daniel,Ochefu,2007,NA,1618
Sheldon,Mac,2007,NA,1619
Danuel,House,2007,NA,1620
Chasson,Randle,2007,NA,1621
Yogi,Ferrell,2007,NA,1622
Okaro,White,2007,NA,1623
Isaiah,Taylor,2007,NA,1624
Ben,Bentil,2007,NA,1625
Nicolas,Laprovittola,2007,NA,1626
Brandon,Paul,2007,NA,1627
Shawn,Long,2007,NA,1628
Mike,Tobey,2007,NA,1629
Patricio,Garino,2007,NA,1630
Jarrod,Uthoff,2007,NA,1631
Marcus,Paige,2007,NA,1632
Wayne,Selden,2007,NA,1633
Egidijus,Mockevicius,2007,NA,1634
Stefan,Jankovic,2007,NA,1635
JP,Tokoto,2007,NA,1636
Isaiah,Cousins,2007,NA,1637
Quinn,Cook,2007,NA,1638
Marcus,Georges-Hunt,2007,NA,1639
Prince,Ibeh,2007,NA,1640
Keith,Benson,2007,NA,1641
Kaleb,Tarczewski,2007,NA,1642
Ryan,Arcidiacono,2007,NA,1643
Quincy,Ford,2007,NA,1644
Alex,Poythress,2007,NA,1645
David,Nwaba,2007,NA,1646
Kyle,Collinsworth,2007,NA,1647
Thomas,Walkup,2007,NA,1648
James,Webb,2007,NA,1649
Zach,Auguste,2007,NA,1650
Brady,Heslip,2007,NA,1651
Matt,Costello,2007,NA,1652
Damion,Lee,2007,NA,1653
DJ,Kennedy,2007,NA,1654
Scott,Wood,2007,NA,1655
Elgin,Cook,2007,NA,1656
Alex,Caruso,2007,NA,1657
Anthony,Barber,2007,NA,1658
EJ,Singler,2007,NA,1659
Beau,Beech,2007,NA,1660
Nikola,Jovanovic,2007,NA,1661
Jalen,Jones,2007,NA,1662
Nick,Zeisloft,2007,NA,1663
Bogdan,Bogdanovic,2007,NA,1664
Markelle,Fultz,2007,NA,1665
Lonzo,Ball,2007,NA,1666
Milos,Teodosic,2007,NA,1667
Jayson,Tatum,2007,NA,1668
Josh,Jackson,2007,NA,1669
De'Aaron,Fox,2007,NA,1670
Jonathan,Isaac,2007,NA,1671
Lauri,Markkanen,2007,NA,1672
Frank,Ntilikina,2007,NA,1673
Dennis,Smith,2007,NA,1674
Zach,Collins,2007,NA,1675
Malik,Monk,2007,NA,1676
Luke,Kennard,2007,NA,1677
Cedi,Osman,2007,NA,1678
Donovan,Mitchell,2007,NA,1679
Bam,Adebayo,2007,NA,1680
Justin,Jackson,2007,NA,1681
Guerschon,Yabusele,2007,NA,1682
Justin,Patton,2007,NA,1683
DJ,Wilson,2007,NA,1684
TJ,Leaf,2007,NA,1685
John,Collins,2007,NA,1686
Harry,Giles,2007,NA,1687
Terrance,Ferguson,2007,NA,1688
Jarrett,Allen,2007,NA,1689
Ante,Zizic,2007,NA,1690
OG,Anunoby,2007,NA,1691
Tyler,Lydon,2007,NA,1692
Furkan,Korkmaz,2007,NA,1693
Caleb,Swanigan,2007,NA,1694
Kyle,Kuzma,2007,NA,1695
Tony,Bradley,2007,NA,1696
Derrick,White,2007,NA,1697
Josh,Hart,2007,NA,1698
Semi,Ojeleye,2007,NA,1699
Frank,Mason,2007,NA,1700
Abdel,Nader,2007,NA,1701
Damyean,Dotson,2007,NA,1702
Wesley,Iwundu,2007,NA,1703
Ike,Anigbogu,2007,NA,1704
Rade,Zagorac,2007,NA,1705
Ivan,Rabb,2007,NA,1706
Tyler,Dorsey,2007,NA,1707
Daniel,Theis,2007,NA,1708
Dwayne,Bacon,2007,NA,1709
Maxi,Kleber,2007,NA,1710
Jordan,Bell,2007,NA,1711
Zhou,Qi,2007,NA,1712
Jawun,Evans,2007,NA,1713
Sindarius,Thornwell,2007,NA,1714
Thomas,Bryant,2007,NA,1715
Dillon,Brooks,2007,NA,1716
Sterling,Brown,2007,NA,1717
Frank,Jackson,2007,NA,1718
Dakari,Johnson,2007,NA,1719
Khem,Birch,2007,NA,1720
Davon,Reed,2007,NA,1721
Alfonzo,McKinnie,2007,NA,1722
Royce,O'Neale,2007,NA,1723
Antonius,Cleveland,2007,NA,1724
Cameron,Oliver,2007,NA,1725
Shaquille,Harrison,2007,NA,1726
Jaylen,Morris,2007,NA,1727
Nigel,Hayes,2007,NA,1728
Omari,Johnson,2007,NA,1729
Naz,Long,2007,NA,1730
Rodney,Purvis,2007,NA,1731
Milton,Doyle,2007,NA,1732
Walter,Lemon,2007,NA,1733
Josh,Gray,2007,NA,1734
Jaylen,Johnson,2007,NA,1735
CJ,Fair,2007,NA,1736
Josh,Magette,2007,NA,1737
Tyler,Cavanaugh,2007,NA,1738
Andrew,White,2007,NA,1739
Kadeem,Allen,2007,NA,1740
Jabari,Bird,2007,NA,1741
Yakuba,Ouattara,2007,NA,1742
Jacob,Wiley,2007,NA,1743
Mangok,Mathiang,2007,NA,1744
Antonio,Blakeney,2007,NA,1745
London,Perrantes,2007,NA,1746
Johnathan,Motley,2007,NA,1747
Gian,Clavell,2007,NA,1748
Torrey,Craig,2007,NA,1749
Monte,Morris,2007,NA,1750
Reggie,Hearn,2007,NA,1751
Chris,Boucher,2007,NA,1752
Edmond,Sumner,2007,NA,1753
Ben,Moore,2007,NA,1754
Jamil,Wilson,2007,NA,1755
CJ,Williams,2007,NA,1756
Tyrone,Wallace,2007,NA,1757
Kobi,Simmons,2007,NA,1758
Vince,Hunter,2007,NA,1759
Myke,Henry,2007,NA,1760
Matt,Williams,2007,NA,1761
Derrick,Walton,2007,NA,1762
Amile,Jefferson,2007,NA,1763
Charles,Cooke,2007,NA,1764
Luke,Kornet,2007,NA,1765
Isaiah,Hicks,2007,NA,1766
Daniel,Hamilton,2007,NA,1767
PJ,Dozier,2007,NA,1768
Jamel,Artis,2007,NA,1769
Jacob,Pullen,2007,NA,1770
Alec,Peters,2007,NA,1771
Malcolm,Miller,2007,NA,1772
Eric,Griffin,2007,NA,1773
Erik,McCree,2007,NA,1774
Michael,Young,2007,NA,1775
Devin,Robinson,2007,NA,1776
Xavier,Silas,2007,NA,1777
Landry,Nnoko,2007,NA,1778
VJ,Beachem,2007,NA,1779
Bronson,Koenig,2007,NA,1780
Marcus,Thornton,2007,NA,1781
Jameel,Warney,2007,NA,1782
Aaron,Jackson,2007,NA,1783
Trey,McKinney-Jones,2007,NA,1784
Andre,Ingram,2007,NA,1785
Deandre,Ayton,2007,NA,1786
Marvin,Bagley,2007,NA,1787
Luka,Doncic,2007,NA,1788
Trae,Young,2007,NA,1789
Mo,Bamba,2007,NA,1790
Wendell,Carter,2007,NA,1791
Collin,Sexton,2007,NA,1792
Kevin,Knox,2007,NA,1793
Mikal,Bridges,2007,NA,1794
Shai,Gilgeous-Alexander,2007,NA,1795
Miles,Bridges,2007,NA,1796
Jerome,Robinson,2007,NA,1797
Michael,Porter,2007,NA,1798
Troy,Brown,2007,NA,1799
Zhaire,Smith,2007,NA,1800
Donte,DiVincenzo,2007,NA,1801
Lonnie,Walker,2007,NA,1802
Kevin,Huerter,2007,NA,1803
Josh,Okogie,2007,NA,1804
Grayson,Allen,2007,NA,1805
Chandler,Hutchison,2007,NA,1806
Aaron,Holiday,2007,NA,1807
Anfernee,Simons,2007,NA,1808
Moritz,Wagner,2007,NA,1809
Landry,Shamet,2007,NA,1810
Rodions,Kurucs,2007,NA,1811
Jonah,Bolden,2007,NA,1812
Robert,Williams,2007,NA,1813
Jacob,Evans,2007,NA,1814
Dzanan,Musa,2007,NA,1815
Omari,Spellman,2007,NA,1816
Sviatoslav,Mykhailiuk,2007,NA,1817
Mitchell,Robinson,2007,NA,1818
Elie,Okobo,2007,NA,1819
Jalen,Brunson,2007,NA,1820
Melvin,Frazier,2007,NA,1821
Isaac,Bonga,2007,NA,1822
Devonte,Graham,2007,NA,1823
De'Anthony,Melton,2007,NA,1824
Ryan,Broekhoff,2007,NA,1825
Raymond,Spalding,2007,NA,1826
Jarred,Vanderbilt,2007,NA,1827
Bruce,Brown,2007,NA,1828
Khyri,Thomas,2007,NA,1829
Isaiah,Hartenstein,2007,NA,1830
Alize,Johnson,2007,NA,1831
Keita,Bates-Diop,2007,NA,1832
Kenrich,Williams,2007,NA,1833
Hamidou,Diallo,2007,NA,1834
Isaiah,Briscoe,2007,NA,1835
Gary,Trent,2007,NA,1836
Chimezie,Metu,2007,NA,1837
Brad,Wanamaker,2007,NA,1838
Johnathan,Williams,2007,NA,1839
Jaylen,Adams,2007,NA,1840
Theo,Pinson,2007,NA,1841
Joe,Chealey,2007,NA,1842
JP,Macura,2007,NA,1843
Rawle,Alkins,2007,NA,1844
Billy,Preston,2007,NA,1845
Kostas,Antetokounmpo,2007,NA,1846
Daryl,Macon,2007,NA,1847
DeVaughn,Akoon-Purcell,2007,NA,1848
Thomas,Welsh,2007,NA,1849
Keenan,Evans,2007,NA,1850
Zach,Lofton,2007,NA,1851
Marcus,Derrickson,2007,NA,1852
Gary,Clark,2007,NA,1853
Vincent,Edwards,2007,NA,1854
Angel,Delgado,2007,NA,1855
Yuta,Watanabe,2007,NA,1856
Yante,Maten,2007,NA,1857
Duncan,Robinson,2007,NA,1858
Trevon,Duval,2007,NA,1859
Jared,Terrell,2007,NA,1860
Trevon,Bluiett,2007,NA,1861
Allonzo,Trier,2007,NA,1862
Deonte,Burton,2007,NA,1863
Tyler,Davis,2007,NA,1864
Troy,Caupain,2007,NA,1865
Shake,Milton,2007,NA,1866
George,King,2007,NA,1867
Drew,Eubanks,2007,NA,1868
Jordan,Loyd,2007,NA,1869
Wenyen,Gabriel,2007,NA,1870
Nuni,Omot,2007,NA,1871
Shaquille,O'Neal,2008,20000000,3
Kevin,Garnett,2008,23750000,1
Alonzo,Mourning,2008,2762500,231
Juwan,Howard,2008,8094997,85
Scottie,Pippen,2008,NA,470
Karl,Malone,2008,NA,471
Larry,Johnson,2008,NA,472
Gary,Payton,2008,NA,473
Rasheed,Wallace,2008,12540000,37
Shawn,Kemp,2008,NA,474
Damon,Stoudamire,2008,4906438,152
Antonio,McDyess,2008,6373900,108
Ray,Allen,2008,16000000,18
Antoine,Walker,2008,8329640,80
Stephon,Marbury,2008,19012500,10
Vlade,Divac,2008,NA,475
Bryant,Reeves,2008,NA,476
Tom,Gugliotta,2008,NA,477
Nick,Van,2008,NA,478
Elden,Campbell,2008,NA,479
Terrell,Brandon,2008,NA,480
Derrick,Coleman,2008,NA,481
Glenn,Robinson,2008,NA,482
Steve,Smith,2008,NA,483
Kerry,Kittles,2008,NA,484
Chris,Dudley,2008,NA,485
Theo,Ratliff,2008,11666666,43
Matt,Geiger,2008,NA,486
Jason,Kidd,2008,19728000,4
Kenny,Anderson,2008,NA,487
Tyrone,Hill,2008,NA,488
Clifford,Robinson,2008,500000,425
Jamal,Mashburn,2008,NA,489
Steve,Nash,2008,11375000,45
Alan,Henderson,2008,NA,490
Donyell,Marshall,2008,6016965,118
Marcus,Camby,2008,11250000,47
Greg,Ostertag,2008,NA,491
Luc,Longley,2008,NA,492
P.J.,Brown,2008,NA,493
Jermaine,O'Neal,2008,19728000,4
Erick,Dampier,2008,10590500,52
Wesley,Person,2008,NA,494
Isaac,Austin,2008,NA,495
Loy,Vaught,2008,NA,496
Derrick,McKey,2008,NA,497
Robert,Horry,2008,3630000,192
Jim,McIlvaine,2008,NA,498
Jerry,Stackhouse,2008,6750000,100
Charlie,Ward,2008,NA,499
Dale,Davis,2008,NA,500
Lorenzen,Wright,2008,3250000,207
Mookie,Blaylock,2008,NA,501
Chris,Mills,2008,NA,502
Chris,Childs,2008,NA,503
Darrell,Armstrong,2008,1219590,331
Bryon,Russell,2008,NA,504
Brent,Barry,2008,5544370,138
Jason,Caffey,2008,NA,505
Vitaly,Potapenko,2008,NA,506
Bob,Sura,2008,3840000,187
Walt,Williams,2008,NA,507
Scott,Williams,2008,NA,508
Sam,Cassell,2008,6150000,113
Michael,Olowokandi,2008,NA,509
Elton,Brand,2008,15344000,20
Eric,Williams,2008,NA,510
Travis,Best,2008,NA,511
Michael,Stewart,2008,NA,512
Derek,Strong,2008,NA,513
Mike,Bibby,2008,13500000,27
Rick,Fox,2008,NA,514
Steve,Francis,2008,17500000,12
Derek,Fisher,2008,10723900,50
Eric,Snow,2008,6703125,101
Ervin,Johnson,2008,NA,515
Brent,Price,2008,NA,516
Travis,Knight,2008,NA,517
Raef,LaFrentz,2008,12440787,39
Tracy,Murray,2008,NA,518
Tyrone,Nesby,2008,NA,519
Baron,Davis,2008,16440000,13
Vonteego,Cummings,2008,NA,520
David,Wesley,2008,250000,454
Dean,Garrett,2008,NA,521
Antawn,Jamison,2008,16360094,16
Walter,McCarty,2008,NA,522
Anthony,Peeler,2008,NA,523
Lamar,Odom,2008,13248596,32
Cedric,E.,2008,NA,524
Lawrence,Funderburke,2008,NA,525
Lindsey,Hunter,2008,2250000,262
Malik,Rose,2008,7101250,97
Vince,Carter,2008,13320000,30
Jonathan,Bender,2008,NA,526
Dell,Curry,2008,NA,527
Robert,Traylor,2008,NA,528
Othella,Harrington,2008,2376000,253
Wally,Szczerbiak,2008,12775000,36
Terry,Porter,2008,NA,529
Rodney,Rogers,2008,NA,530
Jamie,Feick,2008,NA,531
Eric,Montross,2008,NA,532
Chris,Crawford,2008,NA,533
Steve,Kerr,2008,NA,534
Vinny,Del,2008,NA,535
Sean,Rooks,2008,NA,536
Lucious,Harris,2008,NA,537
Jason,Williams,2008,8937500,70
Richard,Hamilton,2008,10000000,59
Larry,Hughes,2008,12000084,41
Andre,Miller,2008,9366666,62
Dirk,Nowitzki,2008,16360094,16
Shawn,Marion,2008,16440000,13
Paul,Pierce,2008,16360094,16
Jason,Terry,2008,8898000,71
Bonzi,Wells,2008,2284200,261
Trajan,Langdon,2008,NA,538
Aleksandar,Radojevic,2008,NA,539
Keon,Clark,2008,NA,540
Corey,Maggette,2008,7000000,98
Michael,Dickerson,2008,NA,541
Will,Avery,2008,NA,542
Matt,Harpring,2008,6000000,119
Eldridge,Recasner,2008,NA,543
Metta,World,2008,7400000,95
Rasho,Nesterovic,2008,NA,544
Cal,Bowdler,2008,NA,545
James,Posey,2008,3206000,210
Pat,Garrity,2008,3818750,188
Quincy,Lewis,2008,NA,546
Roshown,McLeod,2008,NA,547
Dion,Glover,2008,NA,548
Ricky,Davis,2008,6819000,99
Greg,Foster,2008,NA,549
Jeff,Foster,2008,5500000,139
Brian,Skinner,2008,1108718,345
Kenny,Thomas,2008,7875000,90
Devean,George,2008,2369111,254
Al,Harrington,2008,8425625,77
Tim,James,2008,NA,550
Jumaine,Jones,2008,NA,551
Scott,Padgett,2008,NA,552
Rafer,Alston,2008,4550000,158
Hakeem,Olajuwon,2008,NA,553
David,Robinson,2008,NA,554
Dikembe,Mutombo,2008,1219590,331
Patrick,Ewing,2008,NA,555
Jayson,Williams,2008,NA,556
Tim,Hardaway,2008,NA,557
Chris,Webber,2008,19602173,6
Arvydas,Sabonis,2008,NA,558
John,Stockton,2008,NA,559
Reggie,Miller,2008,NA,560
Zydrunas,Ilgauskas,2008,10142156,58
Kobe,Bryant,2008,19490625,7
Shareef,Abdur-Rahim,2008,5800000,125
Vin,Baker,2008,NA,561
Allen,Iverson,2008,19012500,10
Anfernee,Hardaway,2008,320142,448
Latrell,Sprewell,2008,NA,562
Mitch,Richmond,2008,NA,563
Rod,Strickland,2008,NA,564
Jalen,Rose,2008,NA,565
Grant,Hill,2008,1830000,289
Tracy,McGrady,2008,19014187,9
Tim,Duncan,2008,19014188,8
Keith,Van,2008,4300000,168
Allan,Houston,2008,NA,566
Eddie,Jones,2008,1830000,289
Brian,Grant,2008,NA,567
Tim,Thomas,2008,5632200,134
Michael,Finley,2008,21696750,2
Shawn,Bradley,2008,NA,568
Danny,Manning,2008,NA,569
Avery,Johnson,2008,NA,570
Glen,Rice,2008,NA,571
Kendall,Gill,2008,NA,572
Christian,Laettner,2008,NA,573
Horace,Grant,2008,NA,574
Toni,Kukoc,2008,NA,575
Bryant,Stith,2008,NA,576
Charles,Oakley,2008,NA,577
PJ,Brown,2008,NA,578
Chris,Gatling,2008,NA,579
Anthony,Mason,2008,NA,580
Ron,Mercer,2008,NA,581
Antonio,Davis,2008,NA,582
Kelvin,Cato,2008,NA,583
Austin,Croshere,2008,1219590,331
Sean,Elliott,2008,NA,584
Hersey,Hawkins,2008,NA,585
Chris,Mullin,2008,NA,586
Bobby,Phills,2008,NA,587
Tariq,Abdul-Wahad,2008,NA,588
Bo,Outlaw,2008,160071,457
Robert,Pack,2008,NA,589
Brevin,Knight,2008,1600000,305
Howard,Eisley,2008,NA,590
Dan,Majerle,2008,NA,591
Brad,Miller,2008,10500000,53
Ben,Wallace,2008,15500000,19
Duane,Causwell,2008,NA,592
Danny,Fortson,2008,NA,593
Corliss,Williamson,2008,NA,594
Cedric,Ceballos,2008,NA,595
Jahidi,White,2008,NA,596
Cuttino,Mobley,2008,8350000,79
Rashard,Lewis,2008,14880000,21
Scot,Pollard,2008,1219590,331
Voshon,Lenard,2008,NA,597
Nick,Anderson,2008,NA,598
Dana,Barros,2008,NA,599
Doug,West,2008,NA,600
Kurt,Thomas,2008,8091188,86
Adonal,Foyle,2008,10157090,57
Mark,Jackson,2008,NA,601
Kenyon,Martin,2008,13250000,31
Rex,Chapman,2008,NA,602
Greg,Anthony,2008,NA,603
Adam,Keefe,2008,NA,604
Lamond,Murray,2008,NA,605
Jud,Buechler,2008,NA,606
Greg,Minor,2008,NA,607
Tony,Battie,2008,5200000,146
Don,MacLean,2008,NA,608
Stromile,Swift,2008,5800000,125
Doug,Christie,2008,NA,609
Mark,Bryant,2008,NA,610
Chucky,Atkins,2008,3000000,219
Samaki,Walker,2008,NA,611
Jerome,Williams,2008,7639400,94
Kevin,Willis,2008,NA,612
Mikki,Moore,2008,5356000,143
Darius,Miles,2008,8250000,81
Antonio,Daniels,2008,5800000,125
Popeye,Jones,2008,NA,613
Jon,Barry,2008,NA,614
Cedric,Henderson,2008,NA,615
Vernon,Maxwell,2008,NA,616
Marcus,Fizer,2008,NA,617
Erick,Strickland,2008,NA,618
Dragan,Tarlac,2008,NA,619
Matt,Maloney,2008,NA,620
Gary,Trent,2008,NA,621
Terry,Mills,2008,NA,622
Mark,Strickland,2008,NA,623
Sam,Mitchell,2008,NA,624
Chris,Whitney,2008,NA,625
Jim,Jackson,2008,NA,626
Mike,Miller,2008,8376194,78
Dale,Ellis,2008,NA,627
Randy,Brown,2008,NA,628
Aaron,Williams,2008,1890000,280
Bimbo,Coles,2008,NA,629
Joe,Smith,2008,5200000,146
Maurice,Taylor,2008,NA,630
Sam,Perkins,2008,NA,631
Brian,Shaw,2008,NA,632
A.C.,Green,2008,NA,633
Chauncey,Billups,2008,10000000,59
Tony,Delk,2008,NA,634
Will,Perdue,2008,NA,635
Bobby,Jackson,2008,5670000,131
Derek,Anderson,2008,1219590,331
John,Starks,2008,NA,636
Otis,Thorpe,2008,NA,637
J.R.,Reid,2008,NA,638
Calbert,Cheaney,2008,NA,639
George,McCloud,2008,NA,640
John,Wallace,2008,NA,641
Michael,Curry,2008,NA,642
Terry,Cummings,2008,NA,643
Carlos,Rogers,2008,NA,644
Shandon,Anderson,2008,NA,645
Eric,Piatkowski,2008,1219590,331
Ron,Harper,2008,NA,646
Grant,Long,2008,NA,647
George,Lynch,2008,NA,648
Detlef,Schrempf,2008,NA,649
Olden,Polynice,2008,NA,650
Michael,Smith,2008,NA,651
Cory,Alexander,2008,NA,652
DerMarr,Johnson,2008,42203,469
John,Williams,2008,NA,653
Clarence,Weatherspoon,2008,NA,654
Hubert,Davis,2008,NA,655
Billy,Owens,2008,NA,656
Eric,Murdock,2008,NA,657
Matt,Bullard,2008,NA,658
Cherokee,Parks,2008,NA,659
Alvin,Williams,2008,4516484,159
Johnny,Newman,2008,NA,660
Chris,Mihm,2008,2500000,243
Keith,Closs,2008,NA,661
Andrew,DeClercq,2008,NA,662
James,Robinson,2008,NA,663
Aaron,McKie,2008,7750000,92
Jamal,Crawford,2008,7920000,88
Jaren,Jackson,2008,NA,664
Lorenzo,Williams,2008,NA,665
Muggsy,Bogues,2008,NA,666
Darvin,Ham,2008,NA,667
Joel,Przybilla,2008,5762575,128
Keyon,Dooling,2008,3596000,195
Jacque,Vaughn,2008,1219950,327
Predrag,Stojakovic,2008,11664000,44
Jerome,Moiso,2008,NA,668
Michael,Doleac,2008,3120000,212
Etan,Thomas,2008,6373900,108
Tony,Massenburg,2008,NA,669
Corie,Blount,2008,NA,670
Courtney,Alexander,2008,NA,671
